EntryYear,ShipName,Text
1766,CARYSFORT,HMS Carysfort (1766) was a 28-gun sixth rate launched in 1766 and sold in 1813.
1836,CARYSFORT,HMS Carysfort (1836) was a 26-gun sixth rate launched in 1836 and sold in 1861.
1781,CASTOR,HMS Castor was a 36-gun fifth-rate captured from the Dutch in 1781 by HMS Flora. One month later she was captured by the French Frippone off Cadiz.
1785,CASTOR,"HMS Castor was a 32-gun fifth-rate launched in 1785. She was briefly in French hands in 1794, but was recaptured. She was sold in 1819."
1832,CASTOR,HMS Castor was a 36-gun fifth-rate launched in 1832. In 1860 she became a training ship. She was sold in 1902.
1777,CATON,"Caton was a 64-gun ship of the line of the French Navy, launched in 1777."
1782,CATON,"She was captured by the Royal Navy at the Battle of the Mona Passage on 19 April 1782, and commissioned as the third rate HMS Caton. She was placed on harbour service in 1798, and sold out of the service in 1815."
1806,CELEBES,"HMS Celebes was the Dutch or Batavian Republic frigate Pallas, under the command of Captain N.S. Aalbers, that the frigate HMS Greyhound and brig-sloop HMS Harrier captured on 26 July 1806 in the East Indies."
1807,CELEBES,"The British took her into service as HMS Makassar (or Macassa), but renamed her within the year to Celebes. Commander Edward Troubridge, formerly of Harrier, became her first British captain. Commander William Wilbraham succeeded him. In 1807 she came under the command of Captain William Pakenham. She was paid off at Calcutta on 23 September 1807. Following a survey, the decision was taken not to commission her into the Royal Navy. She was sold instead."
1778,CHARON,HMS Charon was a 44-gun fifth-rate launched in 1778 and destroyed at the Battle of Yorktown in 1781.
1783,CHARON,"HMS Charon was a 44-gun fifth-rate launched in 1783. She was on harbour service from 1795, used as a troopship from 1800 and was broken up in 1805. Because Charon served in the navy's Egyptian campaign between 8 March 1801 and 2 September, her officers and crew qualified for the clasp ""Egypt"" to the Naval General Service Medal, which the Admiralty issued in 1847 to all surviving claimants."
1827,CHARON,"HMS Charon was a wooden paddle packet, formerly the GPO vessel Crusader. She was launched in 1827, transferred to the navy in 1837 and used as a mail packet. She was sold to Trinity House in 1849."
1762,CHATHAM,HMS Chatham was a fourth-rate launched in 1691 and sunk as a breakwater at Sheerness in 1749. She was raised and broken up in 1762.
1793,CHATHAM,"HMS Chatham was a 6-gun yacht launched in 1741. She was rebuilt in 1793 and 1842, and broken up by 1867."
1758,CHATHAM,HMS Chatham was a 50-gun fourth-rate launched in 1758. She was used for harbour service from 1793 and was a powder hulk from 1805. She was renamed HMS Tilbury in 1810 and was broken up in 1814.
1788,CHATHAM,"HMS Chatham was a 4-gun survey brig, launched in 1788. She was part of George Vancouver's expedition of the Pacific Northwest coast and circumnavigated the globe. She was sold in 1830."
1790,CHATHAM,HMS Chatham was a 4-gun schooner purchased in 1790 and sold in 1794.
1793,CHATHAM,HMS Chatham was a hired sloop in service in 1793.
1811,CHATHAM,HMS Chatham was a transport launched in 1811 and sunk as a breakwater in 1825.
1809,CHATHAM,"HMS Chatham was a 74-gun third-rate, originally the French Royal Hollandais. She was captured on the stocks in 1809 at Flushing, launched in 1812, and sold in 1817."
1813,CHATHAM,HMS Chatham was a sheer hulk launched in 1813 and broken up in 1876.
1835,CHATHAM,HMS Chatham was an iron paddlewheel gunboat launched in 1835. She was subsequently exported to the United States and became a blockade runner for the Confederate Navy during the American Civil War. She was captured by the USS Huron in 1863 and became the USS Chatham. She served with the US Navy until 1865.
1762,CHATHAM,HMS Chatham was a fourth-rate launched in 1691 and sunk as a breakwater at Sheerness in 1749. She was raised and broken up in 1762.
1793,CHATHAM,"HMS Chatham was a 6-gun yacht launched in 1741. She was rebuilt in 1793 and 1842, and broken up by 1867."
1758,CHATHAM,HMS Chatham was a 50-gun fourth-rate launched in 1758. She was used for harbour service from 1793 and was a powder hulk from 1805. She was renamed HMS Tilbury in 1810 and was broken up in 1814.
1788,CHATHAM,"HMS Chatham was a 4-gun survey brig, launched in 1788. She was part of George Vancouver's expedition of the Pacific Northwest coast and circumnavigated the globe. She was sold in 1830."
1790,CHATHAM,HMS Chatham was a 4-gun schooner purchased in 1790 and sold in 1794.
1793,CHATHAM,HMS Chatham was a hired sloop in service in 1793.
1811,CHATHAM,HMS Chatham was a transport launched in 1811 and sunk as a breakwater in 1825.
1809,CHATHAM,"HMS Chatham was a 74-gun third-rate, originally the French Royal Hollandais. She was captured on the stocks in 1809 at Flushing, launched in 1812, and sold in 1817."
1813,CHATHAM,HMS Chatham was a sheer hulk launched in 1813 and broken up in 1876.
1835,CHATHAM,HMS Chatham was an iron paddlewheel gunboat launched in 1835. She was subsequently exported to the United States and became a blockade runner for the Confederate Navy during the American Civil War. She was captured by the USS Huron in 1863 and became the USS Chatham. She served with the US Navy until 1865.
1807,CHATHAM,"By 1807 the Royal Navy had standardised sheer hulk crew numbers to comprise a boatswain, mate and six seamen, with larger numbers coming aboard only when the sheers were in use."
1814,CHATHAM,"A prison hulk was a hulk used as a floating prison. They were used extensively in Great Britain, the Royal Navy producing a steady supply of ships too worn-out to use in combat, but still afloat. Their widespread use was a result of the large number of French sailors captured during the Seven Years' War, and continued throughout the Napoleonic and French Revolutionary Wars a half-century later. By 1814 there were eighteen prison hulks operating at Portsmouth, sixteen at Plymouth and ten at Chatham."
1776,CHATHAM,"Prison hulks were also convenient for holding civilian prisoners, commencing in Britain in 1776 when the American Revolution prevented the sending of convicts to North America. Instead, increasingly large numbers of British convicts were held aboard hulks in the major seaports and landed ashore in daylight hours for manual labour such as harbor dredging. From 1786 prison hulks were also used as temporary gaols for convicts being transported to Australia."
1762,CHATHAM,HMS Chatham was a fourth-rate launched in 1691 and sunk as a breakwater at Sheerness in 1749. She was raised and broken up in 1762.
1793,CHATHAM,"HMS Chatham was a 6-gun yacht launched in 1741. She was rebuilt in 1793 and 1842, and broken up by 1867."
1758,CHATHAM,HMS Chatham was a 50-gun fourth-rate launched in 1758. She was used for harbour service from 1793 and was a powder hulk from 1805. She was renamed HMS Tilbury in 1810 and was broken up in 1814.
1788,CHATHAM,"HMS Chatham was a 4-gun survey brig, launched in 1788. She was part of George Vancouver's expedition of the Pacific Northwest coast and circumnavigated the globe. She was sold in 1830."
1790,CHATHAM,HMS Chatham was a 4-gun schooner purchased in 1790 and sold in 1794.
1793,CHATHAM,HMS Chatham was a hired sloop in service in 1793.
1811,CHATHAM,HMS Chatham was a transport launched in 1811 and sunk as a breakwater in 1825.
1809,CHATHAM,"HMS Chatham was a 74-gun third-rate, originally the French Royal Hollandais. She was captured on the stocks in 1809 at Flushing, launched in 1812, and sold in 1817."
1813,CHATHAM,HMS Chatham was a sheer hulk launched in 1813 and broken up in 1876.
1835,CHATHAM,HMS Chatham was an iron paddlewheel gunboat launched in 1835. She was subsequently exported to the United States and became a blockade runner for the Confederate Navy during the American Civil War. She was captured by the USS Huron in 1863 and became the USS Chatham. She served with the US Navy until 1865.
1762,CHESTERFIELD,HMS Chesterfield (1745) was a 44-gun fifth rate launched in 1745. She foundered in 1762.
1753,CHICHESTER,HMS Chichester was a 70-gun third rate launched in 1753 and broken up in 1803.
1785,CHICHESTER,"HMS Chichester was a 44-gun fifth rate launched in 1785. She became a storeship in 1799, was lent to the West India Dock Company as a training ship, and was broken up in 1815."
1809,CHICHESTER,"HMS Chichester was a 26-gun storeship, formerly the French ship Var. She was captured in 1809 and wrecked in 1811."
1843,CHICHESTER,"HMS Chichester was a 52-gun fourth rate launched in 1843, but laid up that year. She was lent as a training ship in 1866 and was sold in 1889."
1773,COLCHESTER,HMS Colchester was a 50-gun fourth-rate frigate launched in 1746 and broken up in 1773.
1773,COLCHESTER,HMS Colchester was a 50-gun fourth-rate frigate launched in 1746 and broken up in 1773.
1758,CONQUEROR,HMS Conqueror (1758) was a 68-gun third rate launched in 1758 and wrecked in 1760.
1773,CONQUEROR,HMS Conqueror (1773) was a 74-gun third rate launched in 1773 and broken up in 1794.
1801,CONQUEROR,HMS Conqueror (1801) was a 74-gun third rate launched in 1801 and broken up in 1822.
1833,CONQUEROR,"HMS Conqueror was a 120-gun Caledonia-class first rate launched in 1833 as HMS Waterloo. She was rearmed to 89 guns and converted to steam propulsion in 1859, and was renamed Conqueror in 1862. In 1877 she was renamed Warspite and served as a training ship at for the Marine Society. She was burnt in 1918."
1814,CONWAY,HMS Conway was a 20-gun sixth rate launched in 1814 and sold in 1825.
1832,CONWAY,"HMS Conway was a 26-gun sixth rate launched in 1832. She became a training ship in 1859, was renamed Winchester in 1861 and was broken up in 1871."
1757,CORMORANT,"HMS Cormorant was a 16-gun fireship, previously the French Marchault. She was captured in 1757 and sold in 1762."
1776,CORMORANT,"HMS Cormorant was a 14-gun sloop launched in 1776. She may have been at the Siege of Pondicherry (1778). The French captured her in 1781 off Charleston, South Carolina and took her into service as Cormoran. She apparently accompanied Admiral de Grasse's fleet to the Chesapeake, however, her subsequent fate is unknown."
1781,CORMORANT,"HMS Cormorant was a 12-gun brig-sloop, previously the American Rattlesnake. She was captured in 1781, renamed HMS Rattlesnake in 1783, and sold in 1786."
1794,CORMORANT,HMS Cormorant was an 18-gun Cormorant-class ship-sloop launched in 1794 and destroyed by an accidental explosion in 1796.
1795,CORMORANT,"HMS Cormorant was a 20-gun sixth rate, launched in 1795, previously the name ship for the Etna-class of French corvettes. She was captured in 1796 and wrecked in 1800."
1804,CORMORANT,"HMS Cormorant was a 16-gun sloop, formerly the civilian Blenheim. She was purchased in 1804, converted to a storeship in 1808 and sold in 1817."
1842,CORMORANT,HMS Cormorant was a paddlewheel sloop launched in 1842 and broken up in 1853.
1808,CORNELIA,"HMS Cornelia was a Royal Navy 32-gun fifth-rate frigate, launched in 1808 at South Shields."
1808,CORNELIA,"Cornelia joined the service in 1808, under the command of Captain Henry Folkes Edgell and in 1810 was deployed to the squadron at the Cape of Good Hope. In the autumn, she joined the invasion fleet under Admiral Albemarle Bertie that executed the successful Invasion of Ile de France in November 1810. Command then passed to William Fitzwilliam Owen, who commanded her during the invasion of the Dutch East Indies in 1811, and the capture of Java that year. In 1813, Cornelia returned from the Far East escorting a convoy from China and was paid-off on her return. In 1814 she was placed in reserve at Woolwich and never served at sea again."
1757,COVENTRY,"HMS Coventry (1757) was a 28-gun Coventry-class sixth-rate frigate launched in 1757, captured by the French in 1783, and struck in 1786"
1758,CRESCENT,"HMS Crescent (1758) was a 32-gun fifth rate. She was formerly the French privateer Rostan, which HMS Torbay captured in 1758. Crescent was sold in 1777."
1779,CRESCENT,"HMS Crescent (1779) was a 28-gun sixth rate launched in 1779, that the French captured off Cadiz in 1781."
1784,CRESCENT,HMS Crescent (1784) was a 36-gun fifth rate launched in 1784 and wrecked off Jutland in 1808.
1810,CRESCENT,"HMS Crescent (1810) was a 38-gun fifth rate launched in 1810, reassigned to harbour service in 1840 and sold in 1854."
1781,CROCODILE,HMS Crocodile was a 24-gun sixth rate launched in 1781 and lost in 1784.
1806,CROCODILE,HMS Crocodile was a 22-gun sixth rate launched in 1806 and broken up in 1816.
1825,CROCODILE,HMS Crocodile was a 28-gun sixth rate launched in 1825. She was on harbour service from 1850 and was sold in 1861.
1757,CROWN,"HMS Crown was a 44-gun fifth rate launched in 1747, used as a storeship from 1757, and sold in 1770."
1782,CROWN,"HMS Crown was a 64-gun third rate launched in 1782. She was used as a prison ship from 1798, a powder hulk from 1802 and was broken up in 1816."
1794,CROWN,HMS Crown was a gunvessel purchased in 1794 and sold in 1800.
1757,CROWN,"HMS Crown was a 44-gun fifth rate launched in 1747, used as a storeship from 1757, and sold in 1770."
1782,CROWN,"HMS Crown was a 64-gun third rate launched in 1782. She was used as a prison ship from 1798, a powder hulk from 1802 and was broken up in 1816."
1794,CROWN,HMS Crown was a gunvessel purchased in 1794 and sold in 1800.
1757,CROWN,"HMS Crown was a 44-gun fifth rate launched in 1747, used as a storeship from 1757, and sold in 1770."
1782,CROWN,"HMS Crown was a 64-gun third rate launched in 1782. She was used as a prison ship from 1798, a powder hulk from 1802 and was broken up in 1816."
1794,CROWN,HMS Crown was a gunvessel purchased in 1794 and sold in 1800.
1752,CRUIZER,HMS Cruizer was an 8-gun sloop launched in 1752 and burnt in 1776.
1780,CRUIZER,HMS Cruizer was a 14-gun cutter purchased in 1780 and lost in 1792.
1797,CRUIZER,"HMS Cruizer was the prototype of the 18-gun Cruizer-class brig sloops, to which design 110 vessels were ordered; the prototype was launched in 1797 and sold in 1819."
