shipName,company,rank,voyageID,captainName,nationality,rank2,toPlace,captainName2,shipType,fromPlace,voyageStart,WIkiText,CareerStart,CareerEnd,Guns
Beaver,RN,Captain,3931,Edward Gascoigne,British,,"Port Royal, Jamaica",,Sloop,Halifax,1758-07-25,"HMS Beaver (1757), 18, a sloop originally called Trudaine and operating as a French privateer, but captured in 1757 and renamed before being sold in 1761.",1757-01-01,1761-01-01,
Beaver,RN,Captain,3928,Henry Bellow,British,1st Officer/Master,Halifax,Samuel Scott,Sloop,Barbados,1768-03-31,"HMS Beaver (1761), 14, a sloop launched in 1761 and sold in 1783.",1761-01-01,1783-01-01,
Beaver,RN,Captain,3929,Henry Bellow,British,1st Officer/Master,Antigua,Joseph Holloway,Sloop,Halifax,1771-02-19,"HMS Beaver (1761), 14, a sloop launched in 1761 and sold in 1783.",1761-01-01,1783-01-01,
Beaver,RN,Captain,3932,William Abdy,British,1st Officer/Master,Dominica,Steven Norris,Sloop,UK,1763-05-29,"HMS Beaver (1761), 14, a sloop launched in 1761 and sold in 1783.",1761-01-01,1783-01-01,
Beaver,RN,Captain,3933,Henry Bellow,British,1st Officer/Master,Halifax,Samuel Scott,Sloop,UK,1767-09-10,"HMS Beaver (1761), 14, a sloop launched in 1761 and sold in 1783.",1761-01-01,1783-01-01,
Beaver,RN,Captain,3934,Henry Bellow,British,1st Officer/Master,Barbados,Samuel Scott,Sloop,Halifax,1768-01-10,"HMS Beaver (1761), 14, a sloop launched in 1761 and sold in 1783.",1761-01-01,1783-01-01,
Beaver,RN ,Captain,1108,Christopher Bassett Jones,British,,Spithead,,Sloop,Tortola,1798-08-01,"HMS Beaver (1795), 14, a sloop launched in 1795 and sold in 1808.",1795-01-01,1808-01-01,
Beaver,RN ,Captain,1109,Richard Browne,British,,Carlisle Bay,,Sloop,Spithead,1796-03-01,"HMS Beaver (1795), 14, a sloop launched in 1795 and sold in 1808.",1795-01-01,1808-01-01,
Bellona,EIC,Captain,556,William Farrer,British,,Downs,,,Timor,1798-01-08,"HMS Bellona was a 74-gun third rate, launched in 1760 and broken up in 1814.",1760-01-01,1814-01-01,74
Bellona,EIC,Captain,557,William Farrer,British,,St Helena,,,Sajor Road,1796-02-17,"HMS Bellona was a 74-gun third rate, launched in 1760 and broken up in 1814.",1760-01-01,1814-01-01,74
Bellona,EIC,Captain,558,William Farrer,British,,Madras,,,Downs,1796-10-20,"HMS Bellona was a 74-gun third rate, launched in 1760 and broken up in 1814.",1760-01-01,1814-01-01,74
Bellona,EIC,Captain,559,Matthew Boyd,British,,St Helena,,,Lombock (nr Bali),1794-02-05,"HMS Bellona was a 74-gun third rate, launched in 1760 and broken up in 1814.",1760-01-01,1814-01-01,74
Bellona,EIC,Captain,605,William Farrer,British,,Madras,,,Deptford,1795-07-15,"HMS Bellona was a 74-gun third rate, launched in 1760 and broken up in 1814.",1760-01-01,1814-01-01,74
Bellona,EIC,Captain,606,Matthew Boyd,British,,Rio de Janeiro,,,London,1792-08-14,"HMS Bellona was a 74-gun third rate, launched in 1760 and broken up in 1814.",1760-01-01,1814-01-01,74
Bellona,EIC,Captain,607,Matthew Boyd,British,,Port Jackson,,,Rio de Janeiro,1792-11-01,"HMS Bellona was a 74-gun third rate, launched in 1760 and broken up in 1814.",1760-01-01,1814-01-01,74
Bellona,EIC,Captain,608,Matthew Boyd,British,,Prince of Wales Island,,,Port Jackson,1793-02-20,"HMS Bellona was a 74-gun third rate, launched in 1760 and broken up in 1814.",1760-01-01,1814-01-01,74
Blanche,RN,Captain,1111,Robert Faulkner,British,1st Officer/Master,Halifax,John Prickett,5th Rate,Basse Terre,1794-04-30,"HMS Blanche was a 32-gun fifth rate launched in 1786, at Bursledon and wrecked in 1799 off Holland.",1786-01-01,1799-01-01,32
Blanche,RN,Captain,1112,Robert Faulkner,British,1st Officer/Master,Basse Terre,John Prickett,5th Rate,Halifax,1794-09-22,"HMS Blanche was a 32-gun fifth rate launched in 1786, at Bursledon and wrecked in 1799 off Holland.",1786-01-01,1799-01-01,32
Blanche,RN,Captain,1113,Charles Sawyer,British,1st Officer/Master,Spithead,John Prickett,5th Rate,St john's Antigua,1795-07-06,"HMS Blanche was a 32-gun fifth rate launched in 1786, at Bursledon and wrecked in 1799 off Holland.",1786-01-01,1799-01-01,32
Blanche,RN,Captain,1114,Christopher Parker,British,1st Officer/Master,Barbados,Abraham Rose,5th Rate,Spithead,1792-11-01,"HMS Blanche was a 32-gun fifth rate launched in 1786, at Bursledon and wrecked in 1799 off Holland.",1786-01-01,1799-01-01,32
Blanche,RN,Captain,1115,Christopher Parker,British,,Woodmans Bay Dominica,,5th Rate,St Johns Antigua,1793-04-11,"HMS Blanche was a 32-gun fifth rate launched in 1786, at Bursledon and wrecked in 1799 off Holland.",1786-01-01,1799-01-01,32
Blanche,RN,Captain,1116,Christopher Parker,British,1st Officer/Master,Carlise Bay Barbados,Joseph Bromwich,5th Rate,St Christophers (Basse Terre),1793-09-04,"HMS Blanche was a 32-gun fifth rate launched in 1786, at Bursledon and wrecked in 1799 off Holland.",1786-01-01,1799-01-01,32
Blanche,RN,Captain,3856,Christopher Parker,British,1st Officer/Master,Carlise Bay Barbados,Adraham Rose,5th Rate,St Christophers (Basse Terre),1793-09-04,"HMS Blanche was a 32-gun fifth rate launched in 1786, at Bursledon and wrecked in 1799 off Holland.",1786-01-01,1799-01-01,32
Blandford,RN,Captain,165,Pen Hallow Cuming,British,,Plymouth,,Frigate,Charleston,1758-08-25,"HMS Surprise - Replica of HMS Rose (1757), built in 1970.",1757-01-01,1/1/70,
Boreas,RN,Captain,4198,Richard Hughes,British,,Madeira,,6th Rate,Yarmouth,1766-03-12,HMS Boreas was a 28-gun sixth rate launched in 1757 and declared obsolete and scrapped in 1770.,1757-01-01,1770-01-01,28
Boreas,RN,Captain,4199,Richard Hughes,British,,Lisbon,,6th Rate,Senegal,1766-05-01,HMS Boreas was a 28-gun sixth rate launched in 1757 and declared obsolete and scrapped in 1770.,1757-01-01,1770-01-01,28
Boreas,RN,Captain,4200,Richard Hughes,British,,Kinsale,,6th Rate,Lisbon,1766-06-03,HMS Boreas was a 28-gun sixth rate launched in 1757 and declared obsolete and scrapped in 1770.,1757-01-01,1770-01-01,28
Boreas,RN,Captain,4201,Digby Dent,British,,Cadiz,,6th Rate,Spithead,1768-09-29,HMS Boreas was a 28-gun sixth rate launched in 1757 and declared obsolete and scrapped in 1770.,1757-01-01,1770-01-01,28
Boreas,RN,Captain,4202,Digby Dent,British,,Kinsale,,6th Rate,Lisbon,1768-12-04,HMS Boreas was a 28-gun sixth rate launched in 1757 and declared obsolete and scrapped in 1770.,1757-01-01,1770-01-01,28
Boreas,RN,Captain,4203,Horatio Nelson,British,1st Officer/Master,Spithead,Digby Dent,6th Rate,St Eustatius,1787-06-09,"HMS Boreas was a 28-gun sixth rate launched in 1774, used as a slop ship from 1797 and sold in 1802.",1774-01-01,1802-01-01,28
Boston,RN,Captain,4093,Thomas Adams,British,,cruising Bay Biscay,,5th Rate,Spithead,1762-11-14,"HMS Boston, a 32 gun fifth rate launched at Rotherhithe in May 1762 and broken up in 1811.",1762-01-01,1811-01-01,
Boston,RN,Captain,4094,Thomas Adams,British,,Hampton Road,,5th Rate,Madeira,1770-01-20,"HMS Boston, a 32 gun fifth rate launched at Rotherhithe in May 1762 and broken up in 1811.",1762-01-01,1811-01-01,
Boston,RN,Captain,4095,Thomas Adams,British,,Hailfax,,5th Rate,Hampton Road,1770-09-01,"HMS Boston, a 32 gun fifth rate launched at Rotherhithe in May 1762 and broken up in 1811.",1762-01-01,1811-01-01,
Boyne,RN,Captain,1120,George Grey ,British,1st Officer/Master,Plymouth,Robert Winthrop,2nd rate,Martinique,1794-11-29,HMS Boyne (1790) was a 98-gun second rate launched in 1790. She was the flagship of Vice Admiral John Jervis in 1794. She caught fire and burnt at Spithead on 1 May 1795.,1790-01-01,1795-01-01,98
Bristol,RN,Captain,3819,James Burney,British,1st Officer/Master,All Saints Bay,Nicholas Tomlinson,4th Rate,Spithead,1782-10-01,"HMS Bristol was a 50-gun fourth-rate launched in 1775. She served in the American War of Independence, was used as a prison ship after 1794, and was broken up in 1810.",1775-01-01,1810-01-01,50
Britannia,EIC,Captain,706,Thomas Barrow,British,,Madras,,,Downs,1802-05-07,"HMS Britannia (1762) was a 100-gun first rate launched in 1762. She was renamed HMS Princess Royal in 1812, HMS St George later in 1812, and HMS Barfleur in 1819. She was broken up in 1825.",1762-01-01,1825-01-01,100
Buckingham,RN,Captain,3490,Francis Ourry,British,,Spithead,,3rd Rate,Madras,1774-10-10,HMS Buckingham was a 70-gun third rate launched in 1751. She was renamed HMS Grampus in 1777 and was used as a store ship. She foundered in a storm in 1779.,1751-01-01,1779-01-01,70
Buckingham,RN,Captain,3491,Francis Ourry,British,,Madras,,3rd Rate,Portsmouth,1771-04-01,HMS Buckingham was a 70-gun third rate launched in 1751. She was renamed HMS Grampus in 1777 and was used as a store ship. She foundered in a storm in 1779.,1751-01-01,1779-01-01,70
Buckingham,RN,Captain,3492,Francis Ourry,British,,Tillicherry,,3rd Rate,Madras,1772-10-07,HMS Buckingham was a 70-gun third rate launched in 1751. She was renamed HMS Grampus in 1777 and was used as a store ship. She foundered in a storm in 1779.,1751-01-01,1779-01-01,70
Bulldog,RN,Captain,1123,Edward Marsh,British,1st Officer/Master,Spithead,Robert Hesketh,Sloop,Porto Praya,1784-02-11,"The second Bull Dog was a 16-gun sloop launched in 1782 but converted to a Royal Navy bomb vessel in 1798. The French captured her in February 1801 when she unwittingly entered the French-held port of Ancona. Boats from HMS Mercury recaptured her in May, but adverse winds prevented her from escaping and the French recaptured her. In September, HMS Champion recaptured her off Gallipoli, Apulia. Bulldog returned to Portsmouth where she became a powder hulk. She was broken up at Portsmouth in December 1829.",1782-01-01,1829-01-01,16
Bulldog,RN,,1124,,British,1st Officer/Master,Barbados,George Wood,Sloop,Princess Island (nr St Thomas),1794-03-01,"The second Bull Dog was a 16-gun sloop launched in 1782 but converted to a Royal Navy bomb vessel in 1798. The French captured her in February 1801 when she unwittingly entered the French-held port of Ancona. Boats from HMS Mercury recaptured her in May, but adverse winds prevented her from escaping and the French recaptured her. In September, HMS Champion recaptured her off Gallipoli, Apulia. Bulldog returned to Portsmouth where she became a powder hulk. She was broken up at Portsmouth in December 1829.",1782-01-01,1829-01-01,16
Burford,RN,Captain,4453,Francis Samual Drake,British,,Gibraltar,,3rd Rate,Plymouth,1768-03-10,HMS Burford was a 70-gun third rate launched in 1757 and sold in 1785.,1757-01-01,1785-01-01,70
Burford,RN,Captain,4454,Francis Samual Drake,British,,Plymouth,,3rd Rate,Gibraltar,1768-04-06,HMS Burford was a 70-gun third rate launched in 1757 and sold in 1785.,1757-01-01,1785-01-01,70
Burford,RN,Captain,4455,Peter Rainier,British,,Madras,,3rd Rate,Table Bay,1779-12-01,HMS Burford was a 70-gun third rate launched in 1757 and sold in 1785.,1757-01-01,1785-01-01,70
Hound,RN,Captain,567,Keith Maxwell,British,1st Officer/Master,Plymouth,John Street,Sloop,Port Royal Jamaica,1804-12-26,HMS Bloodhound was a 12-gun gun-brig launched in 1801 and sold in 1816.,1801-01-01,1816-01-01,12
Hound,RN,Captain,568,Keith Maxwell,British,1st Officer/Master,Plymouth,John Street,Sloop,Port Royal Jamaica,1804-01-01,HMS Bloodhound was a 12-gun gun-brig launched in 1801 and sold in 1816.,1801-01-01,1816-01-01,12
Hound,RN,Captain,569,Keith Maxwell,British,,Carlise Bay via Funchal,,Sloop,Spithead,1804-02-16,HMS Bloodhound was a 12-gun gun-brig launched in 1801 and sold in 1816.,1801-01-01,1816-01-01,12
Calcutta,EIC,Captain,816,William Maxwell,British,,Madras,,,Portsmouth,1803-04-13,"The first HMS Calcutta was a 54-gun fourth rate, originally the East Indiaman Warley and purchased in 1795, captured by the French in 1805 and destroyed by British ships in 1809.",1795-01-01,1809-01-01,54
Calcutta,EIC,Captain,817,William Maxwell,British,,Downs,,,Sauger Roads ,1804-03-11,"The first HMS Calcutta was a 54-gun fourth rate, originally the East Indiaman Warley and purchased in 1795, captured by the French in 1805 and destroyed by British ships in 1809.",1795-01-01,1809-01-01,54
Camel,RN ,Captain,503,John Joyce,British,,Table Bay,,storeship,Falmouth,1807-01-02,"HMS Camel was a 24-gun storeship, originally launched in 1782 as the 44-gun fifth rate HMS Mediator. She was converted to a storeship and renamed Camel in 1788, and was broken up in 1810.",1782-01-01,1810-01-01,44
Camel,RN ,Captain,504,John Joyce,British,,Lobos Island (River Plate),,storeship,Table Bay,1807-04-07,"HMS Camel was a 24-gun storeship, originally launched in 1782 as the 44-gun fifth rate HMS Mediator. She was converted to a storeship and renamed Camel in 1788, and was broken up in 1810.",1782-01-01,1810-01-01,44
Camel,RN ,Captain,505,John Joyce,British,,Table Bay,,storeship,River Plate,1807-09-12,"HMS Camel was a 24-gun storeship, originally launched in 1782 as the 44-gun fifth rate HMS Mediator. She was converted to a storeship and renamed Camel in 1788, and was broken up in 1810.",1782-01-01,1810-01-01,44
Camel,RN ,Captain,664,John Joyce,British,,Spithead,,Storeship,Table Bay,1807-12-20,"HMS Camel was a 24-gun storeship, originally launched in 1782 as the 44-gun fifth rate HMS Mediator. She was converted to a storeship and renamed Camel in 1788, and was broken up in 1810.",1782-01-01,1810-01-01,44
Camel,RN,Captain,1131,Matthew Buckle,British,,Barbados,,Storeship,Spithead,1801-04-18,"HMS Camel was a 24-gun storeship, originally launched in 1782 as the 44-gun fifth rate HMS Mediator. She was converted to a storeship and renamed Camel in 1788, and was broken up in 1810.",1782-01-01,1810-01-01,44
Camel,RN,Captain,1132,John Ayscough,British,,Barbados,,Storeship,Spithead,1801-04-18,"HMS Camel was a 24-gun storeship, originally launched in 1782 as the 44-gun fifth rate HMS Mediator. She was converted to a storeship and renamed Camel in 1788, and was broken up in 1810.",1782-01-01,1810-01-01,44
Camel,RN,Captain,1133,John Lee,British,1st Officer/Master,Table Bay,John Shaw,Storeship,Spithead,1798-10-06,"HMS Camel was a 24-gun storeship, originally launched in 1782 as the 44-gun fifth rate HMS Mediator. She was converted to a storeship and renamed Camel in 1788, and was broken up in 1810.",1782-01-01,1810-01-01,44
Camel,RN,Captain,1134,John Lee,British,1st Officer/Master,Nore,John Shaw,Storeship,Table Bay,1800-04-03,"HMS Camel was a 24-gun storeship, originally launched in 1782 as the 44-gun fifth rate HMS Mediator. She was converted to a storeship and renamed Camel in 1788, and was broken up in 1810.",1782-01-01,1810-01-01,44
Caroline,RN,Captain,470,William Bowen,British,,,,,Funchal towards Azores and back,1799-09-22,"HMS Caroline was a 3-gun gunvessel, formerly a barge, purchased in 1794. She was sold in 1802.",1794-01-01,1802-01-01,3
Caroline,RN,Captain,418,Benjamin Page,British,1st Officer/Master,Trincomalee via Funchal,Henry Hartford,5th rate,Cork,1803-05-25,HMS Caroline was a 36-gun fifth rate launched in 1795 and broken up in 1815.,1795-01-01,1815-01-01,36
Carysfort,RN,Captain,4531,William Hay,British,1st Officer/Master,Spithead,Roddam Home,6th Rate,Jamaica,1773-05-24,HMS Carysfort (1766) was a 28-gun sixth rate launched in 1766 and sold in 1813.,1766-01-01,1813-01-01,28
Carysfort,RN,Captain,4532,William Goate,British,,River Shannon,,6th rate,Mangalore,1799-05-24,HMS Carysfort (1766) was a 28-gun sixth rate launched in 1766 and sold in 1813.,1766-01-01,1813-01-01,28
Carysfort,RN,Captain,4533,John Murray,British,1st Officer/Master,Cape,Henry Stuart,6th rate,Plymouth,1796-02-24,HMS Carysfort (1766) was a 28-gun sixth rate launched in 1766 and sold in 1813.,1766-01-01,1813-01-01,28
Caton,RN,Captain,4741,Richard Fisher,British,,Antigua,,3rd Rate,Halifax,1783-01-27,"She was captured by the Royal Navy at the Battle of the Mona Passage on 19 April 1782, and commissioned as the third rate HMS Caton. She was placed on harbour service in 1798, and sold out of the service in 1815.",1782-01-01,1815-01-01,
Caton,RN,Captain,4742,Richard Fisher,British,,Spithead,,3rd Rate,Antigua,1783-08-23,"She was captured by the Royal Navy at the Battle of the Mona Passage on 19 April 1782, and commissioned as the third rate HMS Caton. She was placed on harbour service in 1798, and sold out of the service in 1815.",1782-01-01,1815-01-01,
Charon,RN,Captain,1135,James Stevenson,British,1st Officer/Master,Carlisle Bay,Jeremiah Seaver,5th rate,Spithead,1795-12-10,"HMS Charon was a 44-gun fifth-rate launched in 1783. She was on harbour service from 1795, used as a troopship from 1800 and was broken up in 1805. Because Charon served in the navy's Egyptian campaign between 8 March 1801 and 2 September, her officers and crew qualified for the clasp ""Egypt"" to the Naval General Service Medal, which the Admiralty issued in 1847 to all surviving claimants.",1783-01-01,1847-01-01,44
Chatham,RN,Captain,4008,Thomas Lynn,British,1st Officer/Master,Anjengo,Edmund Elliston,4th Rate,Plymouth,1760-06-08,HMS Chatham was a fourth-rate launched in 1691 and sunk as a breakwater at Sheerness in 1749. She was raised and broken up in 1762.,1691-01-01,1762-01-01,
Chatham,RN,Captain,4012,Thomas Lynn,British,,Rodriquez,,4th Rate,Nagapatam,1761-09-16,HMS Chatham was a fourth-rate launched in 1691 and sunk as a breakwater at Sheerness in 1749. She was raised and broken up in 1762.,1691-01-01,1762-01-01,
Chatham,RN,Captain,4013,Thomas Lynn,British,,Table Bay,,4th Rate,Rodriquez,1761-11-01,HMS Chatham was a fourth-rate launched in 1691 and sunk as a breakwater at Sheerness in 1749. She was raised and broken up in 1762.,1691-01-01,1762-01-01,
Chatham,RN,Captain,4014,Thomas Lynn,British,,Madras,,4th Rate,Corvo,1762-08-05,"HMS Chatham was a 6-gun yacht launched in 1741. She was rebuilt in 1793 and 1842, and broken up by 1867.",1741-01-01,1867-01-01,6
Chatham,RN,Captain,4015,Thomas Lynn,British,,Cape of Good Hope,,4th Rate,Cochine,1764-01-01,"HMS Chatham was a 6-gun yacht launched in 1741. She was rebuilt in 1793 and 1842, and broken up by 1867.",1741-01-01,1867-01-01,6
Chatham,RN,Captain,4016,Thomas Lynn,British,,Plymouth,,4th Rate,Table Bay,1764-04-17,"HMS Chatham was a 6-gun yacht launched in 1741. She was rebuilt in 1793 and 1842, and broken up by 1867.",1741-01-01,1867-01-01,6
Chatham,RN,Captain,4017,Charles Thompson,British,,Antigua,,4th Rate,Madeira,1772-07-07,"HMS Chatham was a 6-gun yacht launched in 1741. She was rebuilt in 1793 and 1842, and broken up by 1867.",1741-01-01,1867-01-01,6
Chatham,RN,Captain,4018,James Worth,British,,Spithead,,4th Rate,Antigua,1775-06-12,"HMS Chatham was a 6-gun yacht launched in 1741. She was rebuilt in 1793 and 1842, and broken up by 1867.",1741-01-01,1867-01-01,6
